ggl_name,bng_name,reach
Avon Valley Advocate,,3306
The Advertiser,,2408692
Messenger Newspapers,,683949
Southern Cross,,3306
Border Chronicle,,39401
Coastal Leader,,11151
Eyre Peninsula Tribune,,37171
The Flinders News,,3306
Barossa & Light Herald,,159092
The Murray Valley Standard,,55385
Clare Northern Argus,,3306
Port Lincoln Times,,3306
The Transcontinental,,3306
Victor Harbor Times,,3306
West Coast Sentinel,,22302
Whyalla News,,19024
The Mercury,,432285
The Advocate,,3306
Tasmania Examiner,,3306
NT News,,3306
The Canberra Times,,3306
Latrobe Valley Express,,3306
Blue Mountains Gazette,,3306
McIvor Times (blog),,3306
QNS.com,,3306
The Scottish Sun,,3306
Gympie Times,,3306
The Sunshine Coast Hinterland Times (blog),,3306
Ipswich Star,,3306
Noosa News,,3306
TropicNow,,3306
Katherine Times,,3306
Fiji Times,,28773
Fiji Sun Online,,88534
Fijivillage,,28773
PRNewswire (press release),,28773
New Zealand Herald,,1062542
Stuff.co.nz,,123375
Otago Daily Times,,115822
Gisborne Herald,,10809
Wairarapa Times Age,,8169
Westport News,,1888
Northern Daily News,,1888
Now To Love,,578072
Metro,,16470
Noted,,56982
The Oamaru Mail,,1888
Taranaki Daily News,,1888
San Francisco Chronicle,,1888
The Dominion Post,,1888
Times Online - Auckland,,1888
Waikato Times,,1888
The Spinoff,,1888
POST-COURIER,,296169
Solomon Star,,37861
Solomon Times Online,,37861
Matangi Tonga,,14455
Latest News in Nigeria & Breaking Naija News 24/7 | LEGIT.NG,,10345
Guam Pacific Daily News,,134649
Saipan Tribune,,29824
ámbito.com,,2196289
Diario Democracia,,164721
Diario NORTE,,373369
El Ancasti Editorial,,219628
El Cronista,,164721
Diario El Día,,1537402
EL LITORAL,,439257
El Tribuno.com.ar,,272339
La Gaceta Tucumán,,1534883
La Nueva.,,351406
La Voz del Interior,,1427588
La Voce di New York,,219628
MDZ Online,,164721
Misiones OnLine,,219628
Página 12,,219628
Correo del Sur,,287490
El Nacional,,287490
El Diario Nuevo Dia,,287490
Diario Pagina Siete,,287490
El País,,287490
La Razón (Bolivia),,287490
Los Tiempos,,383320
ÚltimaHora.com,,411849
Jornal O Globo,,6931521
Entrelivros,,24184448
Correio Braziliense,,778885
Diário do Nordeste (Blogue),,778885
O POVO (Blogue),,2596286
Estado de Minas,,1812791
Diário de Pernambuco,,778885
Jornal Correio do Povo,,778885
Agora São Paulo,,778885
Brasil de Fato,,1081785
Correio Popular,,1038514
Valor Econômico (Blogue),,1254871
The Rio Times,,778885
O Rio Branco,,778885
EM TEMPO,,778885
Folha de S.Paulo,,778885
Noticias en Puerto Vallarta - Tribuna de la Bahía (Comunicado de prensa),,778885
Record,,778885
G1,,778885
Diário do Sudoeste (Blogue),,778885
Jornal de Brasília,,778885
Fax Aju,,778885
O Popular (liberação de imprensa),,778885
Jornal Brasil em Folhas,,778885
Jornal Diário do Aço (liberação de imprensa),,778885
Hoje em Dia,,778885
Super Notícia,,778885
O Liberal,,778885
Diário Online (sátira) (Blogue),,778885
Tribuna do Paraná,,778885
Folha de Londrina (Blogue),,778885
R7,,778885
Diário de Santa Maria,,778885
GAZ,,778885
DIARINHO,,778885
NSC Total (liberação de imprensa) (Blogue),,778885
Diário do Grande ABC,,778885
NE Notícias (liberação de imprensa),,778885
Jornal do Tocantins,,778885
O Girassol,,778885
Jornal do Comércio,,778885
Gazeta Esportiva,,778885
Diário Carioca (liberação de imprensa),,778885
Seu Dinheiro,,778885
El Mercurio (Ecuador),,813945
LaTercera,,813945
Diario Financiero,,1085260
La Cuarta,,813945
Diario El Rancagüino,,813945
El Divisadero,,813945
El Colombiano,,344954
La Cronica del Quindio,,344954
ElEspectador.com,,919878
El Heraldo (Colombia),,344954
El Nuevo Siglo (Colombia),,344954
ElTiempo.com,,20926930
El Universal - Colombia,,459939
Diario Occidente (Comunicado de prensa),,344954
El Diario de Otún,,344954
Diario del Huila,,344954
El Meridiano,,344954
El País Vallenato,,344954
m.portafolio.co (Comunicado de prensa) (blog),,344954
ElPilón.com.co (Comunicado de prensa),,344954
The Bogota Post,,344954
The City Paper Bogota,,344954
Vanguardia,,344954
El Tiempo (por eliminar),,422795
Portal Extra,,422795
El Telégrafo (por eliminar),,422795
El Universo,,422795
El Comercio (Ecuador),,563727
Expreso (Perú),,422795
Meridiano,,422795
Diario del Norte.net,,422795
Stabroek News,,56429
ABC Color,,411849
Fortune Italia,,411849
La Nación.com.py,,411849
Hoy - Noticas de Paraguay y el Mundo.,,411849
El Comercio,,2046511
El Peruano,,1534883
El Bocón,,1534883
Diario Correo,,1534883
La Industria.pe,,1534883
Waterkant,,71578
Suriname Herald,,53684
Diario EL PAIS Uruguay,,437103
la diaria,,327827
MercoPress,,327827
2001.com.ve,,1039838
Correo del Orinoco,,64225
Últimas Noticias,,3670018
El Tiempo,,428168
Clarín.com,,305834
El Carabobeño,,64225
El Impulso (Comunicado de prensa) (blog),,64225
El Informador.com.ve,,64225
Nuevo Mundo Israelita,,64225
Aporrea,,64225
Noticiero Digital,,64225
El Universal (Venezuela),,1835009
El Periodiquito,,64225
eldiario.es,,64225
PrimerTiempo.CO (Comunicado de prensa) (blog),,64225
Correo del Caroní,,64225
El Diario de Guayana,,64225
elsoldemargarita.com.ve,,64225
Descifrado.com (Comunicado de prensa),,64225
Informe21.com,,64225
RTVE,,64225
teleSUR TV,,64225
ABP Live,,1102551
CGTN,,640500000
tagesschau.de,,23738265
Rai News,,29043098
RT,,1906323
Zee News,,1290266
TVP Info,,123491960
BFMTV.COM,,175222898
CNN,,2273597
CNN International,,56000000000
Dunya News,,2148241
Fox News,,32097848
Geo News,,2148241
India TV,,1185475
CNEWS.fr,,36253013
MSNBC,,401223
n-tv NACHRICHTEN,,87040306
One America News Network (press release),,46809362
polsatnews.pl,,32137666
Samaa News,,1432161
SIC Notícias,,16832589
Sky News,,43423412
TV 2,,10169089
TVN24,,132121519
Fakty TVN,,16663975
Newsmax,,66870517
Bloomberg,,36110079
CNBC,,970959
Fox Business,,205961
RTL Z,,13107103
Fox Sports,,2171170
TVN Meteo,,2380567
ITV News,,6354410
